"id","operator_control_number","difficulty_date","submission_date","operator_designator_id","submitter_designator_id","submitter_type_code","receiving_region_code","receiving_district_office","sdr_type","nature_condition_a","nature_condition_b","nature_condition_c","precautionary_proc_a","precautionary_proc_b","precautionary_proc_c","precautionary_proc_d","stage_of_operation","how_discovered","discrepancy","aircraft_id","operator_id","jasc_code","engine_make","engine_model","engine_serial_number","engine_total_time","engine_total_cycles","propeller_make","propeller_model","propeller_serial_number","propeller_total_time","propeller_total_cycles","part_make","part_name","part_number","part_serial_number","part_condition","part_location","part_total_time","part_total_cycles","part_time_since","part_since_code","component_make","component_model","component_name","component_part_number","component_serial_number","component_location","component_total_time","component_total_cycles","component_time_since","component_since_code","fuselage_station_from","fuselage_station_to","stringer_from","stringer_from_side","stringer_to","stringer_to_side","wing_station_from","wing_station_from_side","wing_station_to","wing_station_to_side","butt_line_from","butt_line_from_side","butt_line_to","butt_line_to_side","water_line_from","water_line_to","crack_length","number_of_cracks","corrosion_level","structural_other","aog_flag","severity","emer_flag","divert_flag","fail_flag","fault_flag","inter_flag","fire_flag","leak_flag","press_flag","elec_flag","fuel_flag","hyd_flag","flightctrl_flag","struct_flag","mel_flag","failed_part","jasc_code_description","ata_chapter","ata_chapter_description"
8290,"AALA202505029353","2025-04-24","2025-05-02",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL AT BS 946, RBL 51. REPLACED INTERCOSTAL PER AARD 51-00-05-1.",1381,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","815A900114","","CORRODED","ZONE 200","","","","","","","","","","","","","","","946","","","","","","","","","","51","R","","","","","","","2.0","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8293,"AALA202505068482","2025-04-29","2025-05-06",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN FORWARD CARGO COMPARTMENT BAFFLE FROM BS 500B TO BS 500C AT RBL 25. REPLACED BAFFLE PER AARD 51-00-05-1.",1253,7,"5320","","","","","","","","","","","BOEING","BAFFLE","143A751022","","CRACKED","ZONE 100","","","","","","","","","","","","","","","500B","500C","","","","","","","","","25","R","","","","","",1,"","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8294,"AALA202505069265","2025-04-22","2025-05-06",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL UPPER ANGLE FROM BS 380 TO BS 400, AT LBL 12. REPLACED ANGLE PER AARD 51-00-05-1.",1381,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","143A5410174","","CRACKED","ZONE 100","","","","","","","","","","","","","","","380","400","","","","","","","","","12","L","","","","","2.0",1,"","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8296,"AALA202505113797","2025-04-19","2025-05-11",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR BEAM UPPER CHORD (T-CAP) AT STA 947, RBL 14. REPAIRED CHORD PER SRM 53-70-51-2R-5 AND EA 364121.",1381,7,"5315","","","","","","","","","","","BOEING","FLOORBEAM","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","947","","","","","","","","","","14","R","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, FLOOR BEAM",53,"Fuselage"
8297,"AALA202505090941","2025-04-24","2025-05-09",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CRACK IN AFT CARGO COMPARTMENT FLOOR STRUCTURE INTERCOSTAL AT BS, RBL 25. REPLACED INETERCOSTAL PER AARD 51-00-05-1.",1253,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","147A758014","","CRACKED","ZONE 100","","","","","","","","","","","","","","","947","","","","","","","","","","25","R","","","","","",1,"","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8299,"AALA202505165890","2025-04-29","2025-05-16",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON FUSELAGE SKIN AROUND POTABLE WATER OVERFLOW DRAIN PORT BETWEEN STA 947 AND STA 967, BETWEEN S26L AND S27L. REPAIRED SKIN PER EA 364156.",356,7,"5330","","","","","","","","","","","","SKIN","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","947","967","26","L","27","L","","","","","LBL 13","","","","","","","","","","",0,"","","",1,"","","","","","","","",1,"","other","FUSELAGE MAIN, PLATE/SKIN",53,"Fuselage"
8427,"AALA202601153652","2025-12-16","2026-01-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO FLOOR SUPPORT AT BS 867 AT S25L. REPLACED THE FLOOR SUPPORT IAW AARD 51-00-05-1 AND EA 370720.",1187,7,"5320","","","","","","","","","","","BOEING","INTERCOSTAL","149A8109127","","CORRODED","ZONE 100","","","","","","","","","","","","","","","867","","25","L","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8320,"AALA202504072142","2025-04-03","2025-04-07",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT IN BASE MAINTENANCE: BROKEN EMERGENCY LIGHT CONNECTORS AT SEAT 12ABC. REMOVE AND REPLACED PLUG SIDE OF BOTH EMERGENCY LIGHTING CONNECTORS (AALA202504072142) AND (AALA202504079130) ON SEATS 12ABC. PER SWPM 20-61-28.",361,7,"3397","","","","","","","","","","","","ELEC CONNECTOR","AMC02PA03R","","CRACKED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","LIGHT SYSTEM WIRING",33,"Lights"
8323,"AALA202504282915","2025-04-04","2025-04-28",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOR STRUCTURE INTERCOSTAL AT BS 954.5, RBL 25. REPLACED INTERCOSTAL PER AARD 51-00-05-1.",356,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","147A5660U3","","CORRODED","ZONE 100","","","","","","","","","","","","","","","954.5","","","","","","","","","","25","R","","","","","","","2.0","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8326,"AALA202504294417","2025-04-24","2025-04-29",7,7,"A","SW","21","A","G","S","J","A","","","","CR","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: CONTROL CABIN ZONE TEMPERATURE LIGHT ON RECALL, FLIGHT DECK TEMP UNCONTROLLABLE IT IS STUCKED AT FULL COLD 40 DEGREE SUPPLY DUCT TEMP READING. AIRCRAFT AIR INTERRUPTED BACK TO AND LANDED SAFELY AT MIA. CLEANED 3 CABIN ZONE TEMP FILTERS. CABIN TEMP CONTROL, OPERTIONAL TESTS NORMAL (AALA202504251122), PER AMM 21-61-00. REMOVED AND REPLACED THE OVERHEAT DETECTION SWITCH IN THE E/E COMPARTMENT (AALA202504296372), PER AMM 21-61-05. REMOVED AND REPLACED THE MIX MANIFOLD SENSORS (AALA202504296089), PER AMM 21-51-51. REMOVE AND REPLACED PRIMARY FLIGHT DECK DUCT TEMPERATURE SENSOR (AALA202504294417), PER AMM 21-61-04. REPLACED CABIN TEMP CONTROL MODULE P5 (AALA202504299782), PER AMM 21-23-02 AND 21-61-15,21-61-20. REMOVE AND REPLACED NUMBER 1 CAMBIN TEMPERATURE MODULE (AALA202504292401), PER AMM 21-23-02 AND 21-61-15,21-61-20. REMOVE AND REPLACED DAMAGED DUCT ASSEMBLY (AALA202504296958) NO LEAKS NOTED, PER AMM 21-22-07.",806,7,"2160","","","","","","","","","","","","SENSOR","","","FAULTED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","","","","","","","","","",1,"","","duct","CABIN TEMPERATURE CONTROL SYSTEM",21,"Air Conditioning"
8330,"AALA202504100781","2025-04-09","2025-04-10",7,7,"A","SW","21","A","O","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: LAVATORY-D LATCH IS MALFUNCTIONING, DIFFICULT TO UNLOCK. LUBRICATED DOOR LATCH OPERTIONAL CHECK GOOD. PER AMM 25-40-14.",1275,7,"5250","","","","","","","","","","","","LATCH","","","LACK OF LUBE","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","latch","FIXED INNER DOORS",52,"Doors"
8335,"AALA202505063873","2025-04-22","2025-05-06",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR SUPPORT AT BS 950 FROM LBL 18 TO LBL 24. REPLACED FLOOR SUPPORT PER AARD 51-00-05-1.",1381,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","147A56761","","CORRODED","ZONE 100","","","","","","","","","","","","","","","950","","","","","","","","","","18","L","24","L","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8336,"AALA202505090271","2025-04-24","2025-05-09",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO COMPARTMENT BULKHEAD BRACKET ASSEMBLY AT BS 947 FROM S25L TO S25R. REPLACED BRACKET ASSEMBLY (SUPPORT RAIL) PER AARD 51-00-05-1.",1253,7,"5310","","","","","","","","","","","BOEING","BRACKET","149A811829","","CRACKED","ZONE 100","","","","","","","","","","","","","","","947","","25","L","25","R","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, STRUCTURE",53,"Fuselage"
8337,"AALA202505093350","2025-04-30","2025-05-09",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: LEFT HAND SIIDE OF FUSELAGE SKIN IS CORRODED AT AFT LAVATORY VENT ACFT STA 917 BETWEEN STRINGERS 21L AND 22L. EVALUATED AREA DETERMINED OUT OF LIMITS CUTOUT DAMAGE FABRICATED AND INSTALLED ALL REPAIR PARTS. PER B737NG SRM 53-70-01-1A AND SRM 53-70-012R-3.",519,7,"5330","","","","","","","","","","","BOEING","SKIN","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","917","","21","L","22","L","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","",1,"","control rod","FUSELAGE MAIN, PLATE/SKIN",53,"Fuselage"
8339,"AALA202512161041","2025-12-13","2025-12-16",7,7,"A","SW","21","A","J","F","","A","","","","AP","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED DUE TO: ENROUTE SHORTLY AFTER TRIMMING THE AIRCRAFT, THE YOKE WAS TILTED RIGHT AND REQUIRED RETRIMMING AGAIN. SHORTLY AFTER THIS THE CREW NOTICED A FLAP ASYMMETRY. FLAP HANDLE UP, FLAP INDICATOR WAS SPLIT BETWEEN UP AND 1. RIGHT FLAP LOWER THAN LEFT. AIRCRAFT DECLARED EMERGENCY AND LANDED SAFELY AT ORD. REMOVED AND REPLACED NUMBER 7 FLAP DRIVE SKEW SENSOR, PER AMM 27-59-01, OPERATIONAL CHECK GOOD, ALL LEVER, FLAP, AND SKEW POSITIONS IN RANGE PER AMM 27-59-00-730-801. NO FAULTS FOUND DURING SYSTEM TEST.",514,7,"2751","","","","","","","","","","","","SENSOR","","","FAILED","ZONE 500","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"","","","","","","",1,"","","CND","TE FLAP POSITION IND. SYSTEM",27,"Flight Controls"
8340,"AALA202512314613","2025-12-28","2025-12-31",7,7,"A","SW","21","A","O","","","O","","","","DE","O","AIRCRAFT WAS GROUNDED: IN DESCENT FLIGHT #1 FLIGHT ATTENDANT REPORTED SEEING DOOR 1R OUTSIDE HANDLE IN UPRIGHT/UNLOCKED POSITION. THE FLIGHT CREW REPORTED THAT THERE WERE NO OPEN-DOOR INDICATIONS. FIRST OFFICER REPORTS HANDLE WAS IN THE PROPER POSITION DURING HIS WALKAROUND ON THE GROUND IN SAN JOSE COSTA RICA. MAINTENANCE FOUND THE R1 DOOR EXTERIOR HANDLE SPRING DAMAGED AND REPLACED IT PER CMM 52-41-05. A SATISFACTORY OPERATIONAL CHECK WAS ACCOMPLISHED WITH NO ISSUES NOTED.",435,7,"5210","","","","","","","","","","","BOEING","SPRING","632848","","DAMAGED","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","",1,"","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
8471,"AALA202601154406","2025-12-21","2026-01-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR STRUCTURE INTERCOSTAL AT BS 948, LBL 52. REPLACED INTERCOSTAL IAW AARD 51-00-05-01.",1237,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","147A566021","","CORRODED","ZONE 200","","","","","","","","","","","","","","","948","","","","","","","","","","52.0","L","","","","","","","2.0","","",0,"","","","","","","","",1,"","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8346,"AALA202601147420","2025-12-07","2026-01-14",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR SUPPORT SUPPORT INTERCOSTAL BETWEEN BS 947 AND BS 967, AT LBL 51. REPLACED INTERCOSTAL PER SRM 51-10-02.",1187,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","147A566022","","CORRODED","ZONE 200","","","","","","","","","","","","","","","947","967","","","","","","","","","51.0","L","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8347,"AALA202512052756","2025-12-04","2025-12-06",7,7,"A","SW","21","A","N","","","O","","","","NR","O","AIRCRAFT WAS NOT GROUNDED: SMOKE DETECTOR IN FORWARD LAVATORY GOING OFF RANDOMLY. REMOVED AND REPLACED FORWARD LAVATORY SMOKE DETECTOR, OPS CHECK GOOD IAW AMM 26-14-01.",1038,7,"2611","","","","","","","","","","","","SMOKE DETECTOR","","","FALSE ACTIVATION","ZONE 900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,"","","","","",1,"","","","","","","","","other","SMOKE DETECTION",26,"Fire Protection"
8348,"AALA202601132045","2025-12-30","2026-01-13",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: RIGHT FWD OVERWING EXIT DOOR AFT STOP PAD ROTATED. REPOSITIONED RT FWD OVERWING EXIT DOOR AFT STOP IAW AMM 52-22-01.",516,7,"5210","","","","","","","","","","","","STOP PAD","","","OUT OF POSITION","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","door","PASSENGER/CREW DOORS",52,"Doors"
8349,"AALA202601145349","2025-12-09","2026-01-14",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO STRINGER CLIP AT BS 907, S25L. REPLACED STRINGER CLIP PER AARD 53-00-01-6.",1187,7,"5340","","","","","","","","","","","BOEING","STRINGER CLIP","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","907","","25","L","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
8350,"AALA202601149701","2025-12-09","2026-01-14",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO STRINGER CLIP AT BS 967, S25L. REPLACED STRINGER CLIP PER AARD 53-00-01-6.",1187,7,"5340","","","","","","","","","","","BOEING","STRINGER CLIP","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","967","","25","L","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
8351,"AALA202601156552","2025-12-27","2026-01-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON PASSENGER CABIN FLOOR SUPPORT AT BS 947, RBL 23. REPLACED FLOOR SUPPORT IAW AARD 51-00-05-1.",191,7,"5320","","","","","","","","","","","BOEING","FLOOR SUPPORT","147A56762","","CORRODED","ZONE 100","","","","","","","","","","","","","","","947","","","","","","","","","","23.0","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MISCELLANEOUS STRUCTURE",53,"Fuselage"
8352,"AALA202601156746","2025-12-21","2026-01-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: AFT ENTRY DOOR FUSELAGE CUTOUT STRUCTURE FORWARD FRAME MOUNTED UPPER LATCH TRACK FITTING HAS A CHAFE. REMOVED AND REPLACED FORWARD FRAME MOUNTED UPPER LATCH TRACK FITTING AFT ENTRY DOOR. PER SRM 51-40-02-0G. PERFORMED SATISFACTORY AFT ENTRY DOOR ADJUSTMENT CHECK AND OPERATIONAL CHECK. PER AMM 52-13-00-820-801 AND AMM 52-13-00-700-805.",464,7,"5210","","","","","","","","","","","","TRACK","","","CHAFED","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","",1,"","","",1,"","latch","PASSENGER/CREW DOORS",52,"Doors"
8356,"AALA202512269414","2025-12-22","2025-12-26",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS GROUNDED: AFT ENTRY DOOR, EXCESS SLIDE SHOWING, APPEARS SLIDE NEEDS TO BE REPACKED. MAINTENANCE FOUND THE LOWER PAN ON THE AFT ENTRY DOOR BENT CAUSING THE SLIDE TO STICK OUT OF THE COVER EXCESSIVELY. MAINTENANCE REPLACED THE LOWER PAN AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 52-13-31.",601,7,"2565","","","","","","","","","","","","PAN","ABF21061","","BENT","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","",1,"","","",1,"","","","","","","pack","ESCAPE SLIDE",25,"Equipment / Furnishings"
8357,"AALA202512264340","2025-12-23","2025-12-26",7,7,"A","SW","21","A","M","J","","A","","","","NR","O","AIRCRAFT WAS GROUNDED: AN EMERGENCY WAS DECLARED AND THE AIRCRAFT RETURNED TO MIA DUE TO THE FLIGHT CREW REPORTING A RIGHT WING TO BODY OVERHEAT LIGHT ILLUMINATED. THE FLIGHT CREW FOLLOWED THE QRH PROCEDURES AND THE LIGHT STAYED ON. THE AIRCRAFT LANDED SAFELY AT MIA WITHOUT FURTHER INCIDENT. MAINTENANCE ACCOMPLISHED TROUBLESHOOTING PER FIM 26-18-00 AND FOUND FAULT CODE ""64"". MAINTENANCE REPLACED ELEMENTS M1763 (AALA202512261255) AND M1764 (AALA202512269331) FOR THE #2 ENGINE AND ELEMENT M1761 (AALA202512264340) FOR THE #1 ENGINE AMM 26-18-02. A SATISFACTORY OPERATIONAL / LEAK CHECK WAS ACCOMPLISHED WHICH CLEARED THE FAULT LIGHT.",533,7,"2613","","","","","","","","","","","KIDDE","SENSING ELEMENT","3571279","","FAULTED","ZONE 400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,1,"","",1,"","","","","","","","",1,"","engine","OVERHEAT DETECTION",26,"Fire Protection"
8358,"AALA202512266646","2025-12-21","2025-12-26",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FORWARD ENTRY DOOR HEAT SHRINK END MISSING ON GIRT BAR LEFT SIDE. INSTALLED HEAT SHRINK TUBE ON L1 DOOR GIRT BAR PER AARD 25-66-00-4.",1382,7,"2560","","","","","","","","","","","","TUBE","30VG0750RG2","","MISSING","GIRT BAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","door","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
8359,"AALA202512262235","2025-12-22","2025-12-26",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: THE EMERGENCY EXIT LIGHTS ON THE OVERHEAD PANEL NEEDS TO BE RELAMPED. MAINTENANCE REPLACED EMERGENCY EXIT LIGHTS ON THE OVERHEAD PANEL AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 33-18-00.",1265,7,"3350","","","","","","","","","","","BOEING","LIGHT","","","NO TEST","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","panel","EMERGENCY LIGHTING",33,"Lights"
8365,"AALA202512311106","2025-12-29","2025-12-31",7,7,"A","SW","21","A","L","","","K","","","","IN","C","AIRCRAFT WAS NOT GROUNDED: RIGHT-HAND FORWARD FLIGHT ATTENDANT FLASHLIGHT NOT TESTING. REPLACED FLASHLIGHT AND ACCOMPLISHED A SATISFACTORY OPERATIONAL CHECK PER AMM 25-64-00.",1221,7,"2560","","","","","","","","","","","","FLASHLIGHT","","","ABNORMAL","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
8368,"AALA202512128030","2025-12-10","2025-12-12",7,7,"A","SW","21","A","J","B","","O","","","","TX","O","AIRCRAFT WAS GROUNDED: AIRCRAFT PULLS TO THE LT EXCESSIVELY THERE IS A BURNED RUBBER ODOR ON TAKE OFF AND LANDING. ACCOMPLISHED INSPECTION OF STEERING CABLE PULLEYS & OPS, IAW AMM 32-51-31. ACCOMPLISHED FULL NLG RIG CHECK. ADJUSTED NGPP-A CABLE TENSION (AALA202512128204), IAW AMM 32-51-00. ACCOMPLISHED FULL NLG STRUT SERVICE (AALA202512128030), IAW AMM 12-12-41. FOUND NR 2 BRAKE SEIZED. R & R NR 2 BRAKE ASSEMBLY (AALA202512121925), IAW AMM 32-41-41. OPS CHECK GOOD, NO LEAKS NOTED.",839,7,"3220","","","","","","","","","","","","STRUT","","","UNDERSERVICED","ZONE 700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,3,"","","","","",1,"","",1,"","","","","","strut","NOSE/TAIL LANDING GEAR",32,"Landing Gear"
8382,"AALA202512167386","2025-12-15","2025-12-16",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: 19C EMERGENCY AISLE LIGHT HANGING BY ITS WIRES. INSPECTED AND FOUND EMERGENCY AISLE LIGHT AT 27C HANGING, RESECURED EMERGENCY AISLE LIGHT AT SEAT 27C. PER CMM 25-23-67.",507,7,"3350","","","","","","","","","","","","LIGHT","","","UNSECURE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
8383,"AALA202512162731","2025-12-16","2025-12-16",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FLASHLIGHT INOPERATIVE AT FLIGHT ATTENDANT SEAT L2 OTBD. REPLACED FLASHLIGHT AT FLIGHT ATTENDANT SEAT. PER AMM 25-64-00.",846,7,"2560","","","","","","","","","","","","FLASHLIGHT","","","INOPERATIVE","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY EQUIPMENT",25,"Equipment / Furnishings"
8385,"AALA202601147565","2025-12-08","2026-01-14",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON AFT CARGO STRINGER CLIP AT BS 847, S27L. REPLACED STRINGER CLIP PER AARD 53-00-01-6.",1187,7,"5340","","","","","","","","","","","BOEING","STRINGER CLIP","","","CORRODED","ZONE 100","","","","","","","","","","","","","","","847","","27","L","","","","","","","","","","","","","","","2.0","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE MAIN, ATTACH FITTINGS",53,"Fuselage"
8386,"AALA202601151739","2025-12-09","2026-01-15",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: CORROSION ON SHEAR TIE AT BS 947, LBL 1. REPLACED SHEAR TIE PER AARD 51-00-05-01.",1187,7,"5322","","","","","","","","","","","BOEING","SHEAR TIE","147A112041","","CORRODED","ZONE 100 -","","","","","","","","","","","","","","","947","","","","","","","","","","1.0","L","","","","","","","","","",0,"","","","","","","","","","","","",1,"","other","FUSELAGE INTERNAL MOUNT STRUCTURE",53,"Fuselage"
8387,"AALA202512173165","2025-12-16","2025-12-17",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: EMERGENCY EXIT SIGN AT ROW 17 FELL OFF. RESECURED EMERGENCY EXIT SIGN AT ROW 17.",1117,7,"3350","","","","","","","","","","","","SIGN","","","DISLODGED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",1,"","","","","","","","","","","","","","","other","EMERGENCY LIGHTING",33,"Lights"
8389,"AALA202512195164","2025-12-09","2025-12-19",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT IN BASE MAINTENANCE: RIGHT HAND PASSENGER CABIN WINDOW AT ROW 20 AFT EMERGENCY EXIT OUTER WINDOW PANE HAS SCRATCHES. INSTALL RIGHT HAND AFT OVER WING EXIT DOOR LINER. PER AMM 52-22-51.",494,7,"5620","","","","","","","","","","","","WINDOW","","","SCRATCHED","ZONE 200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","window","PASSENGER COMPARTMENT WINDOWS",56,"Windows"
8400,"AALA202512044783","2025-12-03","2025-12-04",7,7,"A","SW","21","A","O","","","K","","","","IN","V","AIRCRAFT WAS NOT GROUNDED: FORWARD LAVATORY DOOR STICKING. ADJUSTED DOOR LATCH. OPERATIONAL CHECK NORMAI. IAW AMM 52-50-00.",1187,7,"5250","","","","","","","","","","","","DOOR","","","STICKING","ZONE 800","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0,"","","","","","","","","","","","","","","latch","FIXED INNER DOORS",52,"Doors"
